# Eskala
# Hora del script: 2023-02-05T12:02:16.661607-06:00
# Actualización del servidor: 2023-02-05T15:02:15.108-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1675418400.0	2023-02-03T04:00:00-06:00	23
5	1675422000.0	2023-02-03T05:00:00-06:00	56
6	1675425600.0	2023-02-03T06:00:00-06:00	52
7	1675429200.0	2023-02-03T07:00:00-06:00	54
8	1675432800.0	2023-02-03T08:00:00-06:00	42
9	1675436400.0	2023-02-03T09:00:00-06:00	37
10	1675440000.0	2023-02-03T10:00:00-06:00	48
11	1675443600.0	2023-02-03T11:00:00-06:00	49
12	1675447200.0	2023-02-03T12:00:00-06:00	44
13	1675450800.0	2023-02-03T13:00:00-06:00	34
14	1675454400.0	2023-02-03T14:00:00-06:00	33
15	1675458000.0	2023-02-03T15:00:00-06:00	51
16	1675461600.0	2023-02-03T16:00:00-06:00	71
17	1675465200.0	2023-02-03T17:00:00-06:00	86
18	1675468800.0	2023-02-03T18:00:00-06:00	93
19	1675472400.0	2023-02-03T19:00:00-06:00	75
20	1675476000.0	2023-02-03T20:00:00-06:00	66
21	1675479600.0	2023-02-03T21:00:00-06:00	18
22	1675483200.0	2023-02-03T22:00:00-06:00	3
#7b9fddc9484c3bc4427f1c86ea8cdb93
