# Tikal Futura
# Hora del script: 2022-12-31T12:02:13.197622-06:00
# Actualización del servidor: 2022-12-31T13:31:10.973-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672394400.0	2022-12-30T04:00:00-06:00	17
5	1672398000.0	2022-12-30T05:00:00-06:00	32
6	1672401600.0	2022-12-30T06:00:00-06:00	27
7	1672405200.0	2022-12-30T07:00:00-06:00	19
8	1672408800.0	2022-12-30T08:00:00-06:00	21
9	1672412400.0	2022-12-30T09:00:00-06:00	24
10	1672416000.0	2022-12-30T10:00:00-06:00	29
11	1672419600.0	2022-12-30T11:00:00-06:00	28
12	1672423200.0	2022-12-30T12:00:00-06:00	27
13	1672426800.0	2022-12-30T13:00:00-06:00	18
14	1672430400.0	2022-12-30T14:00:00-06:00	20
15	1672434000.0	2022-12-30T15:00:00-06:00	28
16	1672437600.0	2022-12-30T16:00:00-06:00	34
17	1672441200.0	2022-12-30T17:00:00-06:00	49
18	1672444800.0	2022-12-30T18:00:00-06:00	47
19	1672448400.0	2022-12-30T19:00:00-06:00	36
20	1672452000.0	2022-12-30T20:00:00-06:00	23
21	1672455600.0	2022-12-30T21:00:00-06:00	7
22	1672459200.0	2022-12-30T22:00:00-06:00	1
#853f3f3704953c1bee223732fd6bd7b4
