# MIX San Cristóbal
# Hora del script: 2022-10-27T23:02:10.963131-06:00
# Actualización del servidor: 2022-10-28T02:02:09.682-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1666778400.0	2022-10-26T04:00:00-06:00	27
5	1666782000.0	2022-10-26T05:00:00-06:00	42
6	1666785600.0	2022-10-26T06:00:00-06:00	44
7	1666789200.0	2022-10-26T07:00:00-06:00	51
8	1666792800.0	2022-10-26T08:00:00-06:00	47
9	1666796400.0	2022-10-26T09:00:00-06:00	46
10	1666800000.0	2022-10-26T10:00:00-06:00	52
11	1666803600.0	2022-10-26T11:00:00-06:00	46
12	1666807200.0	2022-10-26T12:00:00-06:00	42
13	1666810800.0	2022-10-26T13:00:00-06:00	34
14	1666814400.0	2022-10-26T14:00:00-06:00	40
15	1666818000.0	2022-10-26T15:00:00-06:00	52
16	1666821600.0	2022-10-26T16:00:00-06:00	73
17	1666825200.0	2022-10-26T17:00:00-06:00	80
18	1666828800.0	2022-10-26T18:00:00-06:00	78
19	1666832400.0	2022-10-26T19:00:00-06:00	70
20	1666836000.0	2022-10-26T20:00:00-06:00	50
21	1666839600.0	2022-10-26T21:00:00-06:00	18
22	1666843200.0	2022-10-26T22:00:00-06:00	1
#7588c6fd4e77b2798d9ce42dd24c504f
