# Eskala
# Hora del script: 2022-10-13T12:02:17.864996-06:00
# Actualización del servidor: 2022-10-13T13:36:26.316-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1665568800.0	2022-10-12T04:00:00-06:00	15
5	1665572400.0	2022-10-12T05:00:00-06:00	30
6	1665576000.0	2022-10-12T06:00:00-06:00	30
7	1665579600.0	2022-10-12T07:00:00-06:00	26
8	1665583200.0	2022-10-12T08:00:00-06:00	25
9	1665586800.0	2022-10-12T09:00:00-06:00	25
10	1665590400.0	2022-10-12T10:00:00-06:00	27
11	1665594000.0	2022-10-12T11:00:00-06:00	29
12	1665597600.0	2022-10-12T12:00:00-06:00	24
13	1665601200.0	2022-10-12T13:00:00-06:00	20
14	1665604800.0	2022-10-12T14:00:00-06:00	24
15	1665608400.0	2022-10-12T15:00:00-06:00	35
16	1665612000.0	2022-10-12T16:00:00-06:00	41
17	1665615600.0	2022-10-12T17:00:00-06:00	52
18	1665619200.0	2022-10-12T18:00:00-06:00	51
19	1665622800.0	2022-10-12T19:00:00-06:00	44
20	1665626400.0	2022-10-12T20:00:00-06:00	36
21	1665630000.0	2022-10-12T21:00:00-06:00	11
22	1665633600.0	2022-10-12T22:00:00-06:00	2
#4893d11e2cb228ce9ea7308a60359b9d
