# Tikal Futura
# Hora del script: 2022-08-05T23:02:14.110045-06:00
# Actualización del servidor: 2022-08-06T01:32:56.879-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1659607200.0	2022-08-04T04:00:00-06:00	36
5	1659610800.0	2022-08-04T05:00:00-06:00	64
6	1659614400.0	2022-08-04T06:00:00-06:00	61
7	1659618000.0	2022-08-04T07:00:00-06:00	50
8	1659621600.0	2022-08-04T08:00:00-06:00	53
9	1659625200.0	2022-08-04T09:00:00-06:00	53
10	1659628800.0	2022-08-04T10:00:00-06:00	51
11	1659632400.0	2022-08-04T11:00:00-06:00	52
12	1659636000.0	2022-08-04T12:00:00-06:00	47
13	1659639600.0	2022-08-04T13:00:00-06:00	47
14	1659643200.0	2022-08-04T14:00:00-06:00	51
15	1659646800.0	2022-08-04T15:00:00-06:00	59
16	1659650400.0	2022-08-04T16:00:00-06:00	80
17	1659654000.0	2022-08-04T17:00:00-06:00	109
18	1659657600.0	2022-08-04T18:00:00-06:00	103
19	1659661200.0	2022-08-04T19:00:00-06:00	79
20	1659664800.0	2022-08-04T20:00:00-06:00	69
21	1659668400.0	2022-08-04T21:00:00-06:00	22
22	1659672000.0	2022-08-04T22:00:00-06:00	1
#342fb2f56df8cefea596ac6104565ce5
