# Eskala
# Hora del script: 2022-12-06T12:02:16.916309-06:00
# Actualización del servidor: 2022-12-06T15:02:15.529-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1670234400.0	2022-12-05T04:00:00-06:00	20
5	1670238000.0	2022-12-05T05:00:00-06:00	44
6	1670241600.0	2022-12-05T06:00:00-06:00	42
7	1670245200.0	2022-12-05T07:00:00-06:00	45
8	1670248800.0	2022-12-05T08:00:00-06:00	40
9	1670252400.0	2022-12-05T09:00:00-06:00	35
10	1670256000.0	2022-12-05T10:00:00-06:00	43
11	1670259600.0	2022-12-05T11:00:00-06:00	43
12	1670263200.0	2022-12-05T12:00:00-06:00	42
13	1670266800.0	2022-12-05T13:00:00-06:00	29
14	1670270400.0	2022-12-05T14:00:00-06:00	31
15	1670274000.0	2022-12-05T15:00:00-06:00	44
16	1670277600.0	2022-12-05T16:00:00-06:00	62
17	1670281200.0	2022-12-05T17:00:00-06:00	84
18	1670284800.0	2022-12-05T18:00:00-06:00	79
19	1670288400.0	2022-12-05T19:00:00-06:00	66
20	1670292000.0	2022-12-05T20:00:00-06:00	58
21	1670295600.0	2022-12-05T21:00:00-06:00	19
22	1670299200.0	2022-12-05T22:00:00-06:00	3
#e410865146cd93b662084960ddcc2a7c
