# Miraflores
# Hora del script: 2022-09-30T23:02:17.664679-06:00
# Actualización del servidor: 2022-10-01T02:02:16.045-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1664445600.0	2022-09-29T04:00:00-06:00	6
5	1664449200.0	2022-09-29T05:00:00-06:00	12
6	1664452800.0	2022-09-29T06:00:00-06:00	10
7	1664456400.0	2022-09-29T07:00:00-06:00	12
8	1664460000.0	2022-09-29T08:00:00-06:00	13
9	1664463600.0	2022-09-29T09:00:00-06:00	15
10	1664467200.0	2022-09-29T10:00:00-06:00	16
11	1664470800.0	2022-09-29T11:00:00-06:00	18
12	1664474400.0	2022-09-29T12:00:00-06:00	15
13	1664478000.0	2022-09-29T13:00:00-06:00	13
14	1664481600.0	2022-09-29T14:00:00-06:00	14
15	1664485200.0	2022-09-29T15:00:00-06:00	16
16	1664488800.0	2022-09-29T16:00:00-06:00	24
17	1664492400.0	2022-09-29T17:00:00-06:00	30
18	1664496000.0	2022-09-29T18:00:00-06:00	34
19	1664499600.0	2022-09-29T19:00:00-06:00	29
20	1664503200.0	2022-09-29T20:00:00-06:00	20
21	1664506800.0	2022-09-29T21:00:00-06:00	7
22	1664510400.0	2022-09-29T22:00:00-06:00	1
#232c5dbe5dabb6aecdd6032edbeeadbd
