# Tikal Futura
# Hora del script: 2022-12-06T23:02:14.326528-06:00
# Actualización del servidor: 2022-12-07T00:37:53.285-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1670234400.0	2022-12-05T04:00:00-06:00	24
5	1670238000.0	2022-12-05T05:00:00-06:00	42
6	1670241600.0	2022-12-05T06:00:00-06:00	33
7	1670245200.0	2022-12-05T07:00:00-06:00	23
8	1670248800.0	2022-12-05T08:00:00-06:00	30
9	1670252400.0	2022-12-05T09:00:00-06:00	28
10	1670256000.0	2022-12-05T10:00:00-06:00	33
11	1670259600.0	2022-12-05T11:00:00-06:00	32
12	1670263200.0	2022-12-05T12:00:00-06:00	30
13	1670266800.0	2022-12-05T13:00:00-06:00	20
14	1670270400.0	2022-12-05T14:00:00-06:00	23
15	1670274000.0	2022-12-05T15:00:00-06:00	35
16	1670277600.0	2022-12-05T16:00:00-06:00	46
17	1670281200.0	2022-12-05T17:00:00-06:00	69
18	1670284800.0	2022-12-05T18:00:00-06:00	66
19	1670288400.0	2022-12-05T19:00:00-06:00	50
20	1670292000.0	2022-12-05T20:00:00-06:00	32
21	1670295600.0	2022-12-05T21:00:00-06:00	12
22	1670299200.0	2022-12-05T22:00:00-06:00	1
#309604de4bd8ca9d95e38c7bb28a4daf
