# Tikal Futura
# Hora del script: 2022-08-09T23:02:14.860662-06:00
# Actualización del servidor: 2022-08-09T23:56:59.953-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1659952800.0	2022-08-08T04:00:00-06:00	34
5	1659956400.0	2022-08-08T05:00:00-06:00	59
6	1659960000.0	2022-08-08T06:00:00-06:00	58
7	1659963600.0	2022-08-08T07:00:00-06:00	48
8	1659967200.0	2022-08-08T08:00:00-06:00	52
9	1659970800.0	2022-08-08T09:00:00-06:00	53
10	1659974400.0	2022-08-08T10:00:00-06:00	51
11	1659978000.0	2022-08-08T11:00:00-06:00	52
12	1659981600.0	2022-08-08T12:00:00-06:00	49
13	1659985200.0	2022-08-08T13:00:00-06:00	45
14	1659988800.0	2022-08-08T14:00:00-06:00	48
15	1659992400.0	2022-08-08T15:00:00-06:00	56
16	1659996000.0	2022-08-08T16:00:00-06:00	74
17	1659999600.0	2022-08-08T17:00:00-06:00	99
18	1660003200.0	2022-08-08T18:00:00-06:00	94
19	1660006800.0	2022-08-08T19:00:00-06:00	72
20	1660010400.0	2022-08-08T20:00:00-06:00	64
21	1660014000.0	2022-08-08T21:00:00-06:00	20
22	1660017600.0	2022-08-08T22:00:00-06:00	1
#5f2d02e48cc0050789d9f043bee90efa
