# MIX San Cristóbal
# Hora del script: 2023-01-16T12:02:09.886289-06:00
# Actualización del servidor: 2023-01-16T15:02:08.452-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1673604000.0	2023-01-13T04:00:00-06:00	15
5	1673607600.0	2023-01-13T05:00:00-06:00	28
6	1673611200.0	2023-01-13T06:00:00-06:00	32
7	1673614800.0	2023-01-13T07:00:00-06:00	32
8	1673618400.0	2023-01-13T08:00:00-06:00	36
9	1673622000.0	2023-01-13T09:00:00-06:00	36
10	1673625600.0	2023-01-13T10:00:00-06:00	42
11	1673629200.0	2023-01-13T11:00:00-06:00	41
12	1673632800.0	2023-01-13T12:00:00-06:00	40
13	1673636400.0	2023-01-13T13:00:00-06:00	29
14	1673640000.0	2023-01-13T14:00:00-06:00	33
15	1673643600.0	2023-01-13T15:00:00-06:00	40
16	1673647200.0	2023-01-13T16:00:00-06:00	49
17	1673650800.0	2023-01-13T17:00:00-06:00	62
18	1673654400.0	2023-01-13T18:00:00-06:00	60
19	1673658000.0	2023-01-13T19:00:00-06:00	49
20	1673661600.0	2023-01-13T20:00:00-06:00	42
21	1673665200.0	2023-01-13T21:00:00-06:00	12
22	1673668800.0	2023-01-13T22:00:00-06:00	1
#ee7c4ec1146214c46a24523b77cf3a5d
