# Tikal Futura
# Hora del script: 2022-08-22T12:02:13.286668-06:00
# Actualización del servidor: 2022-08-22T11:20:25.026-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1660903200.0	2022-08-19T04:00:00-06:00	33
5	1660906800.0	2022-08-19T05:00:00-06:00	57
6	1660910400.0	2022-08-19T06:00:00-06:00	54
7	1660914000.0	2022-08-19T07:00:00-06:00	45
8	1660917600.0	2022-08-19T08:00:00-06:00	51
9	1660921200.0	2022-08-19T09:00:00-06:00	51
10	1660924800.0	2022-08-19T10:00:00-06:00	56
11	1660928400.0	2022-08-19T11:00:00-06:00	54
12	1660932000.0	2022-08-19T12:00:00-06:00	51
13	1660935600.0	2022-08-19T13:00:00-06:00	46
14	1660939200.0	2022-08-19T14:00:00-06:00	47
15	1660942800.0	2022-08-19T15:00:00-06:00	59
16	1660946400.0	2022-08-19T16:00:00-06:00	69
17	1660950000.0	2022-08-19T17:00:00-06:00	91
18	1660953600.0	2022-08-19T18:00:00-06:00	86
19	1660957200.0	2022-08-19T19:00:00-06:00	69
20	1660960800.0	2022-08-19T20:00:00-06:00	58
21	1660964400.0	2022-08-19T21:00:00-06:00	19
22	1660968000.0	2022-08-19T22:00:00-06:00	1
#e598ecc17808ec207443aa92fc92af78
