# Eskala
# Hora del script: 2022-10-21T12:02:15.319526-06:00
# Actualización del servidor: 2022-10-21T15:02:13.743-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1666260000.0	2022-10-20T04:00:00-06:00	23
5	1666263600.0	2022-10-20T05:00:00-06:00	47
6	1666267200.0	2022-10-20T06:00:00-06:00	46
7	1666270800.0	2022-10-20T07:00:00-06:00	43
8	1666274400.0	2022-10-20T08:00:00-06:00	41
9	1666278000.0	2022-10-20T09:00:00-06:00	40
10	1666281600.0	2022-10-20T10:00:00-06:00	43
11	1666285200.0	2022-10-20T11:00:00-06:00	47
12	1666288800.0	2022-10-20T12:00:00-06:00	38
13	1666292400.0	2022-10-20T13:00:00-06:00	29
14	1666296000.0	2022-10-20T14:00:00-06:00	34
15	1666299600.0	2022-10-20T15:00:00-06:00	50
16	1666303200.0	2022-10-20T16:00:00-06:00	63
17	1666306800.0	2022-10-20T17:00:00-06:00	80
18	1666310400.0	2022-10-20T18:00:00-06:00	78
19	1666314000.0	2022-10-20T19:00:00-06:00	66
20	1666317600.0	2022-10-20T20:00:00-06:00	55
21	1666321200.0	2022-10-20T21:00:00-06:00	16
22	1666324800.0	2022-10-20T22:00:00-06:00	2
#6852d6d84524c6bda90191f2350707ae
