# Eskala
# Hora del script: 2022-10-25T12:02:19.301628-06:00
# Actualización del servidor: 2022-10-25T15:02:18.074-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1666605600.0	2022-10-24T04:00:00-06:00	24
5	1666609200.0	2022-10-24T05:00:00-06:00	50
6	1666612800.0	2022-10-24T06:00:00-06:00	49
7	1666616400.0	2022-10-24T07:00:00-06:00	47
8	1666620000.0	2022-10-24T08:00:00-06:00	45
9	1666623600.0	2022-10-24T09:00:00-06:00	40
10	1666627200.0	2022-10-24T10:00:00-06:00	46
11	1666630800.0	2022-10-24T11:00:00-06:00	49
12	1666634400.0	2022-10-24T12:00:00-06:00	40
13	1666638000.0	2022-10-24T13:00:00-06:00	30
14	1666641600.0	2022-10-24T14:00:00-06:00	35
15	1666645200.0	2022-10-24T15:00:00-06:00	51
16	1666648800.0	2022-10-24T16:00:00-06:00	63
17	1666652400.0	2022-10-24T17:00:00-06:00	83
18	1666656000.0	2022-10-24T18:00:00-06:00	83
19	1666659600.0	2022-10-24T19:00:00-06:00	70
20	1666663200.0	2022-10-24T20:00:00-06:00	56
21	1666666800.0	2022-10-24T21:00:00-06:00	16
22	1666670400.0	2022-10-24T22:00:00-06:00	2
#8459f43cc6a54a142a70e167036870e9
