# MIX San Cristóbal
# Hora del script: 2023-02-13T23:02:11.459059-06:00
# Actualización del servidor: 2023-02-13T23:21:02.917-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1676023200.0	2023-02-10T04:00:00-06:00	26
5	1676026800.0	2023-02-10T05:00:00-06:00	45
6	1676030400.0	2023-02-10T06:00:00-06:00	39
7	1676034000.0	2023-02-10T07:00:00-06:00	57
8	1676037600.0	2023-02-10T08:00:00-06:00	47
9	1676041200.0	2023-02-10T09:00:00-06:00	41
10	1676044800.0	2023-02-10T10:00:00-06:00	48
11	1676048400.0	2023-02-10T11:00:00-06:00	46
12	1676052000.0	2023-02-10T12:00:00-06:00	41
13	1676055600.0	2023-02-10T13:00:00-06:00	34
14	1676059200.0	2023-02-10T14:00:00-06:00	38
15	1676062800.0	2023-02-10T15:00:00-06:00	51
16	1676066400.0	2023-02-10T16:00:00-06:00	67
17	1676070000.0	2023-02-10T17:00:00-06:00	73
18	1676073600.0	2023-02-10T18:00:00-06:00	82
19	1676077200.0	2023-02-10T19:00:00-06:00	64
20	1676080800.0	2023-02-10T20:00:00-06:00	55
21	1676084400.0	2023-02-10T21:00:00-06:00	17
22	1676088000.0	2023-02-10T22:00:00-06:00	1
#3bbb7c5e4f376fab5c477156ce7a44d4
