# Tikal Futura
# Hora del script: 2022-09-03T23:02:09.829435-06:00
# Actualización del servidor: 2022-09-03T23:12:09.163-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1662112800.0	2022-09-02T04:00:00-06:00	39
5	1662116400.0	2022-09-02T05:00:00-06:00	66
6	1662120000.0	2022-09-02T06:00:00-06:00	58
7	1662123600.0	2022-09-02T07:00:00-06:00	48
8	1662127200.0	2022-09-02T08:00:00-06:00	51
9	1662130800.0	2022-09-02T09:00:00-06:00	51
10	1662134400.0	2022-09-02T10:00:00-06:00	59
11	1662138000.0	2022-09-02T11:00:00-06:00	54
12	1662141600.0	2022-09-02T12:00:00-06:00	54
13	1662145200.0	2022-09-02T13:00:00-06:00	47
14	1662148800.0	2022-09-02T14:00:00-06:00	49
15	1662152400.0	2022-09-02T15:00:00-06:00	62
16	1662156000.0	2022-09-02T16:00:00-06:00	72
17	1662159600.0	2022-09-02T17:00:00-06:00	100
18	1662163200.0	2022-09-02T18:00:00-06:00	96
19	1662166800.0	2022-09-02T19:00:00-06:00	78
20	1662170400.0	2022-09-02T20:00:00-06:00	65
21	1662174000.0	2022-09-02T21:00:00-06:00	20
22	1662177600.0	2022-09-02T22:00:00-06:00	1
#47872e5ce4d44cd45e95c2d9769b80fe
