# Tikal Futura
# Hora del script: 2023-01-04T12:02:11.348543-06:00
# Actualización del servidor: 2023-01-04T14:39:21.904-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672740000.0	2023-01-03T04:00:00-06:00	16
5	1672743600.0	2023-01-03T05:00:00-06:00	30
6	1672747200.0	2023-01-03T06:00:00-06:00	24
7	1672750800.0	2023-01-03T07:00:00-06:00	17
8	1672754400.0	2023-01-03T08:00:00-06:00	19
9	1672758000.0	2023-01-03T09:00:00-06:00	22
10	1672761600.0	2023-01-03T10:00:00-06:00	28
11	1672765200.0	2023-01-03T11:00:00-06:00	27
12	1672768800.0	2023-01-03T12:00:00-06:00	26
13	1672772400.0	2023-01-03T13:00:00-06:00	17
14	1672776000.0	2023-01-03T14:00:00-06:00	19
15	1672779600.0	2023-01-03T15:00:00-06:00	28
16	1672783200.0	2023-01-03T16:00:00-06:00	34
17	1672786800.0	2023-01-03T17:00:00-06:00	48
18	1672790400.0	2023-01-03T18:00:00-06:00	47
19	1672794000.0	2023-01-03T19:00:00-06:00	35
20	1672797600.0	2023-01-03T20:00:00-06:00	21
21	1672801200.0	2023-01-03T21:00:00-06:00	7
22	1672804800.0	2023-01-03T22:00:00-06:00	1
#f87139d9a61ed5e99bc6f49f1eb67e50
