# Eskala
# Hora del script: 2022-12-02T23:02:11.322705-06:00
# Actualización del servidor: 2022-12-02T22:14:23.068-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1669888800.0	2022-12-01T04:00:00-06:00	22
5	1669892400.0	2022-12-01T05:00:00-06:00	46
6	1669896000.0	2022-12-01T06:00:00-06:00	47
7	1669899600.0	2022-12-01T07:00:00-06:00	46
8	1669903200.0	2022-12-01T08:00:00-06:00	42
9	1669906800.0	2022-12-01T09:00:00-06:00	36
10	1669910400.0	2022-12-01T10:00:00-06:00	44
11	1669914000.0	2022-12-01T11:00:00-06:00	44
12	1669917600.0	2022-12-01T12:00:00-06:00	43
13	1669921200.0	2022-12-01T13:00:00-06:00	31
14	1669924800.0	2022-12-01T14:00:00-06:00	34
15	1669928400.0	2022-12-01T15:00:00-06:00	46
16	1669932000.0	2022-12-01T16:00:00-06:00	64
17	1669935600.0	2022-12-01T17:00:00-06:00	86
18	1669939200.0	2022-12-01T18:00:00-06:00	82
19	1669942800.0	2022-12-01T19:00:00-06:00	70
20	1669946400.0	2022-12-01T20:00:00-06:00	59
21	1669950000.0	2022-12-01T21:00:00-06:00	19
22	1669953600.0	2022-12-01T22:00:00-06:00	3
#0eb6f45ead80a76edbf3fbac8ed48adc
