# Miraflores
# Hora del script: 2023-02-01T12:02:15.042577-06:00
# Actualización del servidor: 2023-02-01T12:38:58.578-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1675159200.0	2023-01-31T04:00:00-06:00	13
5	1675162800.0	2023-01-31T05:00:00-06:00	31
6	1675166400.0	2023-01-31T06:00:00-06:00	22
7	1675170000.0	2023-01-31T07:00:00-06:00	24
8	1675173600.0	2023-01-31T08:00:00-06:00	24
9	1675177200.0	2023-01-31T09:00:00-06:00	22
10	1675180800.0	2023-01-31T10:00:00-06:00	29
11	1675184400.0	2023-01-31T11:00:00-06:00	32
12	1675188000.0	2023-01-31T12:00:00-06:00	27
13	1675191600.0	2023-01-31T13:00:00-06:00	27
14	1675195200.0	2023-01-31T14:00:00-06:00	28
15	1675198800.0	2023-01-31T15:00:00-06:00	32
16	1675202400.0	2023-01-31T16:00:00-06:00	48
17	1675206000.0	2023-01-31T17:00:00-06:00	68
18	1675209600.0	2023-01-31T18:00:00-06:00	64
19	1675213200.0	2023-01-31T19:00:00-06:00	62
20	1675216800.0	2023-01-31T20:00:00-06:00	39
21	1675220400.0	2023-01-31T21:00:00-06:00	17
22	1675224000.0	2023-01-31T22:00:00-06:00	1
#69440a2a86bef65e82148d8fefd889d1
