# Tikal Futura
# Hora del script: 2023-01-16T23:02:12.817073-06:00
# Actualización del servidor: 2023-01-17T01:29:43.432-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1673604000.0	2023-01-13T04:00:00-06:00	18
5	1673607600.0	2023-01-13T05:00:00-06:00	29
6	1673611200.0	2023-01-13T06:00:00-06:00	25
7	1673614800.0	2023-01-13T07:00:00-06:00	19
8	1673618400.0	2023-01-13T08:00:00-06:00	22
9	1673622000.0	2023-01-13T09:00:00-06:00	23
10	1673625600.0	2023-01-13T10:00:00-06:00	31
11	1673629200.0	2023-01-13T11:00:00-06:00	29
12	1673632800.0	2023-01-13T12:00:00-06:00	27
13	1673636400.0	2023-01-13T13:00:00-06:00	20
14	1673640000.0	2023-01-13T14:00:00-06:00	19
15	1673643600.0	2023-01-13T15:00:00-06:00	26
16	1673647200.0	2023-01-13T16:00:00-06:00	36
17	1673650800.0	2023-01-13T17:00:00-06:00	56
18	1673654400.0	2023-01-13T18:00:00-06:00	50
19	1673658000.0	2023-01-13T19:00:00-06:00	38
20	1673661600.0	2023-01-13T20:00:00-06:00	23
21	1673665200.0	2023-01-13T21:00:00-06:00	8
22	1673668800.0	2023-01-13T22:00:00-06:00	1
#09cba9b7adeba11617e15a59f633b54a
