# Miraflores
# Hora del script: 2022-12-22T12:02:14.487901-06:00
# Actualización del servidor: 2022-12-22T15:02:12.779-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1671616800.0	2022-12-21T04:00:00-06:00	12
5	1671620400.0	2022-12-21T05:00:00-06:00	21
6	1671624000.0	2022-12-21T06:00:00-06:00	17
7	1671627600.0	2022-12-21T07:00:00-06:00	19
8	1671631200.0	2022-12-21T08:00:00-06:00	19
9	1671634800.0	2022-12-21T09:00:00-06:00	20
10	1671638400.0	2022-12-21T10:00:00-06:00	22
11	1671642000.0	2022-12-21T11:00:00-06:00	24
12	1671645600.0	2022-12-21T12:00:00-06:00	22
13	1671649200.0	2022-12-21T13:00:00-06:00	21
14	1671652800.0	2022-12-21T14:00:00-06:00	18
15	1671656400.0	2022-12-21T15:00:00-06:00	24
16	1671660000.0	2022-12-21T16:00:00-06:00	35
17	1671663600.0	2022-12-21T17:00:00-06:00	51
18	1671667200.0	2022-12-21T18:00:00-06:00	45
19	1671670800.0	2022-12-21T19:00:00-06:00	41
20	1671674400.0	2022-12-21T20:00:00-06:00	31
21	1671678000.0	2022-12-21T21:00:00-06:00	15
22	1671681600.0	2022-12-21T22:00:00-06:00	1
#2c6bf9bb5fcb0c848068f84b298dd662
