# Tikal Futura
# Hora del script: 2023-02-13T23:02:17.678693-06:00
# Actualización del servidor: 2023-02-14T02:02:13.390-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1676023200.0	2023-02-10T04:00:00-06:00	31
5	1676026800.0	2023-02-10T05:00:00-06:00	45
6	1676030400.0	2023-02-10T06:00:00-06:00	38
7	1676034000.0	2023-02-10T07:00:00-06:00	31
8	1676037600.0	2023-02-10T08:00:00-06:00	33
9	1676041200.0	2023-02-10T09:00:00-06:00	31
10	1676044800.0	2023-02-10T10:00:00-06:00	36
11	1676048400.0	2023-02-10T11:00:00-06:00	35
12	1676052000.0	2023-02-10T12:00:00-06:00	34
13	1676055600.0	2023-02-10T13:00:00-06:00	24
14	1676059200.0	2023-02-10T14:00:00-06:00	23
15	1676062800.0	2023-02-10T15:00:00-06:00	33
16	1676066400.0	2023-02-10T16:00:00-06:00	46
17	1676070000.0	2023-02-10T17:00:00-06:00	83
18	1676073600.0	2023-02-10T18:00:00-06:00	68
19	1676077200.0	2023-02-10T19:00:00-06:00	52
20	1676080800.0	2023-02-10T20:00:00-06:00	39
21	1676084400.0	2023-02-10T21:00:00-06:00	12
22	1676088000.0	2023-02-10T22:00:00-06:00	1
#d9e3abea7ef41ac591ab4eb0d8df05ae
