# Eskala
# Hora del script: 2022-10-01T12:02:19.849957-06:00
# Actualización del servidor: 2022-10-01T14:08:55.493-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1664532000.0	2022-09-30T04:00:00-06:00	0
5	1664535600.0	2022-09-30T05:00:00-06:00	0
6	1664539200.0	2022-09-30T06:00:00-06:00	0
7	1664542800.0	2022-09-30T07:00:00-06:00	7
8	1664546400.0	2022-09-30T08:00:00-06:00	14
9	1664550000.0	2022-09-30T09:00:00-06:00	13
10	1664553600.0	2022-09-30T10:00:00-06:00	12
11	1664557200.0	2022-09-30T11:00:00-06:00	12
12	1664560800.0	2022-09-30T12:00:00-06:00	13
13	1664564400.0	2022-09-30T13:00:00-06:00	12
14	1664568000.0	2022-09-30T14:00:00-06:00	14
15	1664571600.0	2022-09-30T15:00:00-06:00	11
16	1664575200.0	2022-09-30T16:00:00-06:00	9
17	1664578800.0	2022-09-30T17:00:00-06:00	11
18	1664582400.0	2022-09-30T18:00:00-06:00	17
19	1664586000.0	2022-09-30T19:00:00-06:00	20
20	1664589600.0	2022-09-30T20:00:00-06:00	25
21	1664593200.0	2022-09-30T21:00:00-06:00	24
22	1664596800.0	2022-09-30T22:00:00-06:00	20
#1383e6e5c9b0b919c913558a9e2ac32c
