# Tikal Futura
# Hora del script: 2022-09-21T23:02:13.975941-06:00
# Actualización del servidor: 2022-09-21T23:48:53.420-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1663668000.0	2022-09-20T04:00:00-06:00	36
5	1663671600.0	2022-09-20T05:00:00-06:00	64
6	1663675200.0	2022-09-20T06:00:00-06:00	54
7	1663678800.0	2022-09-20T07:00:00-06:00	48
8	1663682400.0	2022-09-20T08:00:00-06:00	48
9	1663686000.0	2022-09-20T09:00:00-06:00	48
10	1663689600.0	2022-09-20T10:00:00-06:00	56
11	1663693200.0	2022-09-20T11:00:00-06:00	57
12	1663696800.0	2022-09-20T12:00:00-06:00	50
13	1663700400.0	2022-09-20T13:00:00-06:00	38
14	1663704000.0	2022-09-20T14:00:00-06:00	42
15	1663707600.0	2022-09-20T15:00:00-06:00	52
16	1663711200.0	2022-09-20T16:00:00-06:00	65
17	1663714800.0	2022-09-20T17:00:00-06:00	96
18	1663718400.0	2022-09-20T18:00:00-06:00	95
19	1663722000.0	2022-09-20T19:00:00-06:00	71
20	1663725600.0	2022-09-20T20:00:00-06:00	59
21	1663729200.0	2022-09-20T21:00:00-06:00	19
22	1663732800.0	2022-09-20T22:00:00-06:00	1
#0e8d62fafac1a876645d2243251019c4
