# Tikal Futura
# Hora del script: 2022-11-12T12:02:11.313228-06:00
# Actualización del servidor: 2022-11-12T14:30:20.171-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1668160800.0	2022-11-11T04:00:00-06:00	23
5	1668164400.0	2022-11-11T05:00:00-06:00	46
6	1668168000.0	2022-11-11T06:00:00-06:00	37
7	1668171600.0	2022-11-11T07:00:00-06:00	31
8	1668175200.0	2022-11-11T08:00:00-06:00	33
9	1668178800.0	2022-11-11T09:00:00-06:00	31
10	1668182400.0	2022-11-11T10:00:00-06:00	38
11	1668186000.0	2022-11-11T11:00:00-06:00	36
12	1668189600.0	2022-11-11T12:00:00-06:00	35
13	1668193200.0	2022-11-11T13:00:00-06:00	28
14	1668196800.0	2022-11-11T14:00:00-06:00	26
15	1668200400.0	2022-11-11T15:00:00-06:00	36
16	1668204000.0	2022-11-11T16:00:00-06:00	51
17	1668207600.0	2022-11-11T17:00:00-06:00	72
18	1668211200.0	2022-11-11T18:00:00-06:00	71
19	1668214800.0	2022-11-11T19:00:00-06:00	48
20	1668218400.0	2022-11-11T20:00:00-06:00	35
21	1668222000.0	2022-11-11T21:00:00-06:00	10
22	1668225600.0	2022-11-11T22:00:00-06:00	1
#83050c1f9e0b9d1e9b92d8a8e90d50f8
