# MIX San Cristóbal
# Hora del script: 2022-12-31T12:02:10.336668-06:00
# Actualización del servidor: 2022-12-31T11:48:58.088-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672394400.0	2022-12-30T04:00:00-06:00	15
5	1672398000.0	2022-12-30T05:00:00-06:00	26
6	1672401600.0	2022-12-30T06:00:00-06:00	35
7	1672405200.0	2022-12-30T07:00:00-06:00	35
8	1672408800.0	2022-12-30T08:00:00-06:00	35
9	1672412400.0	2022-12-30T09:00:00-06:00	35
10	1672416000.0	2022-12-30T10:00:00-06:00	41
11	1672419600.0	2022-12-30T11:00:00-06:00	39
12	1672423200.0	2022-12-30T12:00:00-06:00	37
13	1672426800.0	2022-12-30T13:00:00-06:00	25
14	1672430400.0	2022-12-30T14:00:00-06:00	29
15	1672434000.0	2022-12-30T15:00:00-06:00	38
16	1672437600.0	2022-12-30T16:00:00-06:00	49
17	1672441200.0	2022-12-30T17:00:00-06:00	54
18	1672444800.0	2022-12-30T18:00:00-06:00	57
19	1672448400.0	2022-12-30T19:00:00-06:00	49
20	1672452000.0	2022-12-30T20:00:00-06:00	36
21	1672455600.0	2022-12-30T21:00:00-06:00	13
22	1672459200.0	2022-12-30T22:00:00-06:00	1
#3ed5110b2961e7d247aebf0e048dd670
