# Miraflores
# Hora del script: 2022-12-14T12:02:16.565033-06:00
# Actualización del servidor: 2022-12-14T11:35:54.821-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1670925600.0	2022-12-13T04:00:00-06:00	16
5	1670929200.0	2022-12-13T05:00:00-06:00	27
6	1670932800.0	2022-12-13T06:00:00-06:00	19
7	1670936400.0	2022-12-13T07:00:00-06:00	22
8	1670940000.0	2022-12-13T08:00:00-06:00	21
9	1670943600.0	2022-12-13T09:00:00-06:00	22
10	1670947200.0	2022-12-13T10:00:00-06:00	24
11	1670950800.0	2022-12-13T11:00:00-06:00	26
12	1670954400.0	2022-12-13T12:00:00-06:00	25
13	1670958000.0	2022-12-13T13:00:00-06:00	23
14	1670961600.0	2022-12-13T14:00:00-06:00	21
15	1670965200.0	2022-12-13T15:00:00-06:00	29
16	1670968800.0	2022-12-13T16:00:00-06:00	41
17	1670972400.0	2022-12-13T17:00:00-06:00	60
18	1670976000.0	2022-12-13T18:00:00-06:00	55
19	1670979600.0	2022-12-13T19:00:00-06:00	50
20	1670983200.0	2022-12-13T20:00:00-06:00	36
21	1670986800.0	2022-12-13T21:00:00-06:00	17
22	1670990400.0	2022-12-13T22:00:00-06:00	1
#6b0dc22dba8188b12d916d6fd25ab72b
