# Tikal Futura
# Hora del script: 2023-01-29T12:02:11.302373-06:00
# Actualización del servidor: 2023-01-29T15:02:09.678-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1674813600.0	2023-01-27T04:00:00-06:00	28
5	1674817200.0	2023-01-27T05:00:00-06:00	42
6	1674820800.0	2023-01-27T06:00:00-06:00	35
7	1674824400.0	2023-01-27T07:00:00-06:00	27
8	1674828000.0	2023-01-27T08:00:00-06:00	30
9	1674831600.0	2023-01-27T09:00:00-06:00	29
10	1674835200.0	2023-01-27T10:00:00-06:00	36
11	1674838800.0	2023-01-27T11:00:00-06:00	34
12	1674842400.0	2023-01-27T12:00:00-06:00	31
13	1674846000.0	2023-01-27T13:00:00-06:00	24
14	1674849600.0	2023-01-27T14:00:00-06:00	23
15	1674853200.0	2023-01-27T15:00:00-06:00	36
16	1674856800.0	2023-01-27T16:00:00-06:00	50
17	1674860400.0	2023-01-27T17:00:00-06:00	85
18	1674864000.0	2023-01-27T18:00:00-06:00	70
19	1674867600.0	2023-01-27T19:00:00-06:00	55
20	1674871200.0	2023-01-27T20:00:00-06:00	36
21	1674874800.0	2023-01-27T21:00:00-06:00	11
22	1674878400.0	2023-01-27T22:00:00-06:00	1
#a888e9b4b0164a28183e025b78818236
