# MIX San Cristóbal
# Hora del script: 2022-12-22T23:02:18.533881-06:00
# Actualización del servidor: 2022-12-23T02:02:09.890-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1671616800.0	2022-12-21T04:00:00-06:00	19
5	1671620400.0	2022-12-21T05:00:00-06:00	29
6	1671624000.0	2022-12-21T06:00:00-06:00	40
7	1671627600.0	2022-12-21T07:00:00-06:00	38
8	1671631200.0	2022-12-21T08:00:00-06:00	37
9	1671634800.0	2022-12-21T09:00:00-06:00	36
10	1671638400.0	2022-12-21T10:00:00-06:00	42
11	1671642000.0	2022-12-21T11:00:00-06:00	38
12	1671645600.0	2022-12-21T12:00:00-06:00	40
13	1671649200.0	2022-12-21T13:00:00-06:00	26
14	1671652800.0	2022-12-21T14:00:00-06:00	29
15	1671656400.0	2022-12-21T15:00:00-06:00	42
16	1671660000.0	2022-12-21T16:00:00-06:00	56
17	1671663600.0	2022-12-21T17:00:00-06:00	61
18	1671667200.0	2022-12-21T18:00:00-06:00	62
19	1671670800.0	2022-12-21T19:00:00-06:00	54
20	1671674400.0	2022-12-21T20:00:00-06:00	40
21	1671678000.0	2022-12-21T21:00:00-06:00	14
22	1671681600.0	2022-12-21T22:00:00-06:00	1
#940d328f9916771ff5b8687d36734c5c
