# Miraflores
# Hora del script: 2023-01-11T23:02:17.215529-06:00
# Actualización del servidor: 2023-01-12T00:33:20.820-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1673344800.0	2023-01-10T04:00:00-06:00	9
5	1673348400.0	2023-01-10T05:00:00-06:00	17
6	1673352000.0	2023-01-10T06:00:00-06:00	14
7	1673355600.0	2023-01-10T07:00:00-06:00	17
8	1673359200.0	2023-01-10T08:00:00-06:00	17
9	1673362800.0	2023-01-10T09:00:00-06:00	18
10	1673366400.0	2023-01-10T10:00:00-06:00	22
11	1673370000.0	2023-01-10T11:00:00-06:00	22
12	1673373600.0	2023-01-10T12:00:00-06:00	19
13	1673377200.0	2023-01-10T13:00:00-06:00	20
14	1673380800.0	2023-01-10T14:00:00-06:00	17
15	1673384400.0	2023-01-10T15:00:00-06:00	21
16	1673388000.0	2023-01-10T16:00:00-06:00	29
17	1673391600.0	2023-01-10T17:00:00-06:00	41
18	1673395200.0	2023-01-10T18:00:00-06:00	37
19	1673398800.0	2023-01-10T19:00:00-06:00	35
20	1673402400.0	2023-01-10T20:00:00-06:00	25
21	1673406000.0	2023-01-10T21:00:00-06:00	12
22	1673409600.0	2023-01-10T22:00:00-06:00	1
#a57f968ae1cc0e0451149a2251315e8e
