# Tikal Futura
# Hora del script: 2023-02-09T23:02:09.678093-06:00
# Actualización del servidor: 2023-02-10T01:17:17.299-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1675850400.0	2023-02-08T04:00:00-06:00	34
5	1675854000.0	2023-02-08T05:00:00-06:00	48
6	1675857600.0	2023-02-08T06:00:00-06:00	42
7	1675861200.0	2023-02-08T07:00:00-06:00	32
8	1675864800.0	2023-02-08T08:00:00-06:00	34
9	1675868400.0	2023-02-08T09:00:00-06:00	31
10	1675872000.0	2023-02-08T10:00:00-06:00	38
11	1675875600.0	2023-02-08T11:00:00-06:00	35
12	1675879200.0	2023-02-08T12:00:00-06:00	35
13	1675882800.0	2023-02-08T13:00:00-06:00	25
14	1675886400.0	2023-02-08T14:00:00-06:00	25
15	1675890000.0	2023-02-08T15:00:00-06:00	37
16	1675893600.0	2023-02-08T16:00:00-06:00	53
17	1675897200.0	2023-02-08T17:00:00-06:00	95
18	1675900800.0	2023-02-08T18:00:00-06:00	77
19	1675904400.0	2023-02-08T19:00:00-06:00	59
20	1675908000.0	2023-02-08T20:00:00-06:00	43
21	1675911600.0	2023-02-08T21:00:00-06:00	14
22	1675915200.0	2023-02-08T22:00:00-06:00	1
#dc02e0e4a20c64ccb6c1dcca6bdc5ea9
