# Eskala
# Hora del script: 2022-12-30T23:02:17.917717-06:00
# Actualización del servidor: 2022-12-31T01:21:36.234-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672308000.0	2022-12-29T04:00:00-06:00	12
5	1672311600.0	2022-12-29T05:00:00-06:00	25
6	1672315200.0	2022-12-29T06:00:00-06:00	32
7	1672318800.0	2022-12-29T07:00:00-06:00	33
8	1672322400.0	2022-12-29T08:00:00-06:00	29
9	1672326000.0	2022-12-29T09:00:00-06:00	26
10	1672329600.0	2022-12-29T10:00:00-06:00	34
11	1672333200.0	2022-12-29T11:00:00-06:00	34
12	1672336800.0	2022-12-29T12:00:00-06:00	31
13	1672340400.0	2022-12-29T13:00:00-06:00	20
14	1672344000.0	2022-12-29T14:00:00-06:00	21
15	1672347600.0	2022-12-29T15:00:00-06:00	34
16	1672351200.0	2022-12-29T16:00:00-06:00	40
17	1672354800.0	2022-12-29T17:00:00-06:00	54
18	1672358400.0	2022-12-29T18:00:00-06:00	57
19	1672362000.0	2022-12-29T19:00:00-06:00	49
20	1672365600.0	2022-12-29T20:00:00-06:00	39
21	1672369200.0	2022-12-29T21:00:00-06:00	12
22	1672372800.0	2022-12-29T22:00:00-06:00	2
#a05789ef686b212e1fbb47557ab0a647
