# Miraflores
# Hora del script: 2023-01-03T23:02:16.142925-06:00
# Actualización del servidor: 2023-01-03T22:17:29.831-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672653600.0	2023-01-02T04:00:00-06:00	8
5	1672657200.0	2023-01-02T05:00:00-06:00	14
6	1672660800.0	2023-01-02T06:00:00-06:00	13
7	1672664400.0	2023-01-02T07:00:00-06:00	17
8	1672668000.0	2023-01-02T08:00:00-06:00	15
9	1672671600.0	2023-01-02T09:00:00-06:00	17
10	1672675200.0	2023-01-02T10:00:00-06:00	19
11	1672678800.0	2023-01-02T11:00:00-06:00	21
12	1672682400.0	2023-01-02T12:00:00-06:00	18
13	1672686000.0	2023-01-02T13:00:00-06:00	17
14	1672689600.0	2023-01-02T14:00:00-06:00	15
15	1672693200.0	2023-01-02T15:00:00-06:00	18
16	1672696800.0	2023-01-02T16:00:00-06:00	26
17	1672700400.0	2023-01-02T17:00:00-06:00	34
18	1672704000.0	2023-01-02T18:00:00-06:00	30
19	1672707600.0	2023-01-02T19:00:00-06:00	28
20	1672711200.0	2023-01-02T20:00:00-06:00	22
21	1672714800.0	2023-01-02T21:00:00-06:00	12
22	1672718400.0	2023-01-02T22:00:00-06:00	1
#079764836c2511afb3be4569b9731a47
