# Eskala
# Hora del script: 2022-12-18T23:03:39.075799-06:00
# Actualización del servidor: 2022-12-19T01:09:24.543-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1671184800.0	2022-12-16T04:00:00-06:00	15
5	1671188400.0	2022-12-16T05:00:00-06:00	35
6	1671192000.0	2022-12-16T06:00:00-06:00	38
7	1671195600.0	2022-12-16T07:00:00-06:00	40
8	1671199200.0	2022-12-16T08:00:00-06:00	35
9	1671202800.0	2022-12-16T09:00:00-06:00	29
10	1671206400.0	2022-12-16T10:00:00-06:00	37
11	1671210000.0	2022-12-16T11:00:00-06:00	37
12	1671213600.0	2022-12-16T12:00:00-06:00	35
13	1671217200.0	2022-12-16T13:00:00-06:00	23
14	1671220800.0	2022-12-16T14:00:00-06:00	24
15	1671224400.0	2022-12-16T15:00:00-06:00	36
16	1671228000.0	2022-12-16T16:00:00-06:00	49
17	1671231600.0	2022-12-16T17:00:00-06:00	67
18	1671235200.0	2022-12-16T18:00:00-06:00	65
19	1671238800.0	2022-12-16T19:00:00-06:00	56
20	1671242400.0	2022-12-16T20:00:00-06:00	46
21	1671246000.0	2022-12-16T21:00:00-06:00	15
22	1671249600.0	2022-12-16T22:00:00-06:00	2
#95866f99a7404852f20325b95ebcd0ea
