# Miraflores
# Hora del script: 2022-12-30T23:02:17.178095-06:00
# Actualización del servidor: 2022-12-31T02:02:15.507-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672308000.0	2022-12-29T04:00:00-06:00	9
5	1672311600.0	2022-12-29T05:00:00-06:00	15
6	1672315200.0	2022-12-29T06:00:00-06:00	15
7	1672318800.0	2022-12-29T07:00:00-06:00	17
8	1672322400.0	2022-12-29T08:00:00-06:00	17
9	1672326000.0	2022-12-29T09:00:00-06:00	18
10	1672329600.0	2022-12-29T10:00:00-06:00	20
11	1672333200.0	2022-12-29T11:00:00-06:00	22
12	1672336800.0	2022-12-29T12:00:00-06:00	19
13	1672340400.0	2022-12-29T13:00:00-06:00	18
14	1672344000.0	2022-12-29T14:00:00-06:00	16
15	1672347600.0	2022-12-29T15:00:00-06:00	20
16	1672351200.0	2022-12-29T16:00:00-06:00	28
17	1672354800.0	2022-12-29T17:00:00-06:00	39
18	1672358400.0	2022-12-29T18:00:00-06:00	35
19	1672362000.0	2022-12-29T19:00:00-06:00	31
20	1672365600.0	2022-12-29T20:00:00-06:00	25
21	1672369200.0	2022-12-29T21:00:00-06:00	12
22	1672372800.0	2022-12-29T22:00:00-06:00	1
#85b853e1eacf8cb628370a80e89f6278
