# Tikal Futura
# Hora del script: 2022-12-27T12:02:13.155123-06:00
# Actualización del servidor: 2022-12-27T12:21:58.057-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1672048800.0	2022-12-26T04:00:00-06:00	17
5	1672052400.0	2022-12-26T05:00:00-06:00	33
6	1672056000.0	2022-12-26T06:00:00-06:00	27
7	1672059600.0	2022-12-26T07:00:00-06:00	18
8	1672063200.0	2022-12-26T08:00:00-06:00	21
9	1672066800.0	2022-12-26T09:00:00-06:00	22
10	1672070400.0	2022-12-26T10:00:00-06:00	28
11	1672074000.0	2022-12-26T11:00:00-06:00	27
12	1672077600.0	2022-12-26T12:00:00-06:00	25
13	1672081200.0	2022-12-26T13:00:00-06:00	16
14	1672084800.0	2022-12-26T14:00:00-06:00	19
15	1672088400.0	2022-12-26T15:00:00-06:00	27
16	1672092000.0	2022-12-26T16:00:00-06:00	34
17	1672095600.0	2022-12-26T17:00:00-06:00	49
18	1672099200.0	2022-12-26T18:00:00-06:00	45
19	1672102800.0	2022-12-26T19:00:00-06:00	36
20	1672106400.0	2022-12-26T20:00:00-06:00	23
21	1672110000.0	2022-12-26T21:00:00-06:00	8
22	1672113600.0	2022-12-26T22:00:00-06:00	1
#df5df70b25f61ac0a87731b0ce8a24bb
