# MIX San Cristóbal
# Hora del script: 2022-07-22T23:02:13.114525-06:00
# Actualización del servidor: 2022-07-23T02:02:09.957-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1658397600.0	2022-07-21T04:00:00-06:00	20
5	1658401200.0	2022-07-21T05:00:00-06:00	42
6	1658404800.0	2022-07-21T06:00:00-06:00	50
7	1658408400.0	2022-07-21T07:00:00-06:00	41
8	1658412000.0	2022-07-21T08:00:00-06:00	45
9	1658415600.0	2022-07-21T09:00:00-06:00	43
10	1658419200.0	2022-07-21T10:00:00-06:00	47
11	1658422800.0	2022-07-21T11:00:00-06:00	48
12	1658426400.0	2022-07-21T12:00:00-06:00	42
13	1658430000.0	2022-07-21T13:00:00-06:00	38
14	1658433600.0	2022-07-21T14:00:00-06:00	46
15	1658437200.0	2022-07-21T15:00:00-06:00	57
16	1658440800.0	2022-07-21T16:00:00-06:00	78
17	1658444400.0	2022-07-21T17:00:00-06:00	90
18	1658448000.0	2022-07-21T18:00:00-06:00	85
19	1658451600.0	2022-07-21T19:00:00-06:00	73
20	1658455200.0	2022-07-21T20:00:00-06:00	55
21	1658458800.0	2022-07-21T21:00:00-06:00	21
22	1658462400.0	2022-07-21T22:00:00-06:00	1
#6107913ebf9ffb1a4e9c49c5ac39a446
